,date,btc_hashrate,eth_hashrate,ltc_hashrate,btc_tweets,eth_tweets,ltc_tweets,btc_transactions,eth_transactions,ltc_transactions,btc_marketcap,eth_marketcap,ltc_marketcap,btc_difficulty,eth_difficulty,ltc_difficulty
3243,2017-11-20,1.0725128329638E+19,1.2019444274343E+14,40239311922335,102144,20334,3394,336029,530141,29536,135280276543,34573436367,3873589805,1364422081125,1.4892142489654E+15,1154132
3244,2017-11-21,1.2083318296671E+19,1.1877201592933E+14,37946690170797,87110,18427,3905,370918,524044,29760,136390814436,34981362486,3821079158,1364422081125,1.4714627294917E+15,1198322
3245,2017-11-22,1.1401944052329E+19,1.1838870211958E+14,33109468140896,78405,21660,3870,311885,546489,28407,136880265162,35137658784,3821035537,1364422081125,1.4628478848204E+15,1198322
3246,2017-11-23,9.9350857701065E+18,1.2214942622003E+14,33640139245821,75047,21303,4200,352050,537068,30623,136531333724,38196790282,3959114243,1364422081125,1.5188941483276E+15,1203038
3247,2017-11-24,1.0703603807436E+19,1.2480782668132E+14,34257635840323,69886,23168,3496,305586,525446,28816,136279796455,41268406025,4021686859,1361966821649,1.5493547657856E+15,1222794
3248,2017-11-25,1.0284693888201E+19,1.2531928043774E+14,33927076719585,71625,23803,5745,336533,561139,33856,141232992457,44855993821,4406528907,1347001430559,1.5620723896705E+15,1222794
3249,2017-11-26,1.0256587326362E+19,1.2515528420208E+14,36836001477524,80943,19878,5444,329524,542484,33004,150886027872,44001489073,4623781971,1347001430559,1.5533795939411E+15,1222794
3250,2017-11-27,1.0792945817706E+19,1.234224186564E+14,42995542523584,98413,22763,6086,379086,608695,40417,160342961934,45627484541,4829678080,1347001430559,1.5372051702782E+15,1252346
3251,2017-11-28,1.0898768696391E+19,1.2137628666542E+14,42423879578297,106360,20690,4906,365821,638989,43480,164696697220,45199704855,4976891290,1347001430559,1.5080428536249E+15,1260381
3252,2017-11-29,1.1339673969867E+19,1.2341056806209E+14,41870089455933,128781,22704,5655,397917,663579,55781,174954210210,45288337163,5191274564,1347001430559,1520780408250060,1260381
3253,2017-11-30,1.1332783272019E+19,1.2481801075322E+14,48684551259252,103190,17621,5199,384219,655457,42914,166901928540,41766037566,4631397679,1347001430559,1542745956194406,1466130
3254,2017-12-01,1.1496552266387E+19,1.2549747034609E+14,40535693430104,105017,20472,5555,412725,622720,40679,170928007636,42639294666,4860682773,1347001430559,1.5469495583561E+15,1502826
3255,2017-12-02,1.1887072177598E+19,1.2560548649046E+14,37958822333257,88292,17078,5045,326193,627785,38855,183313866767,44409227126,5416656417,1347001430559,1.570293136111E+15,1502826
3256,2017-12-03,1.1051307391562E+19,1.2185752247416E+14,39560471531260,83022,17539,4917,352868,693808,39697,189076990555,45014618691,5476163592,1347001430559,1.5097512493905E+15,1492736
3257,2017-12-04,1.2256573657714E+19,1.2584369602564E+14,44047606317598,97945,20182,4008,400505,701834,45698,190667645114,44584042732,5415020970,1347001430559,1.5308463992252E+15,1391827
3258,2017-12-05,1.1937893032851E+19,1.234389867591E+14,44132453863247,103919,26773,3931,405531,693090,53733,195740115191,44418130738,5509371173,1347001430559,1477492059096129,1391827
3259,2017-12-06,1.3342796634339E+19,1.2362491580987E+14,58186110709414,116856,20795,6733,443399,791746,68780,211482473904,42322541738,5421497040,1407975304733,1.4684498096958E+15,1472632
3260,2017-12-07,1.3007740610577E+19,1.2515698462745E+14,63431501304613,155600,17795,7353,374765,659068,64009,255399377132,41060069904,5234676574,1590896927258,1.4807191518432E+15,1736262
3261,2017-12-08,1.2214283282461E+19,1.2731929195828E+14,75355774508434,124260,15642,8641,384936,766411,70853,272865236208,43447716751,5918128322,1590896927258,1.5528904389455E+15,1736262
3262,2017-12-09,1.2986869909354E+19,1.2829329053724E+14,94230029574912,114109,15991,31007,403225,707223,79163,256342153723,46019399476,8024580614,1590896927258,1.5532021556492E+15,2313542
3263,2017-12-10,1.3742019185411E+19,1.2670953657027E+14,86549169239188,100455,16779,7861,341256,716575,53943,243373178036,43114600712,7744374067,1590896927258,1.5494267985763E+15,2473053
3264,2017-12-11,1.3318752795891E+19,1.2831925311419E+14,88683695033708,128425,18670,13391,368427,828899,79265,276900007731,44899810709,9391918756,1590896927258,1.5757121677835E+15,2473053
3265,2017-12-12,1.3118380983427E+19,1.2898153500279E+14,96562142255092,113215,19909,29743,372821,872340,156717,282833065949,54012651190,14879825663,1590896927258,1.5562609521379E+15,3012495
3266,2017-12-13,1.3163876274379E+19,1.340363815E+14,88967725319382,98863,21133,14896,424393,909631,136446,280067222876,63954293831,16605038411,1590896927258,1.6127374993022E+15,3032111
3267,2017-12-14,1.4878857260313E+19,1.3761259733527E+14,97494618293255,109628,17654,9849,490459,942559,143609,276345715030,68142979286,15748938231,1590896927258,1.6412991236348E+15,3032111
3268,2017-12-15,1.4220037479151E+19,1.4372577460625E+14,94678348632390,105711,17991,16017,405507,904346,116514,293474751924,64505123302,15393830999,1590896927258,1.7162793560769E+15,3119520
3269,2017-12-16,1.3163479627416E+19,1.4197269537973E+14,1.0354027766102E+14,82782,12351,7274,364051,899857,108366,306738197513,66840214601,16242324303,1590896927258,1740332446347657,3166857
3270,2017-12-17,1.4393648748103E+19,1.4291832463565E+14,1.0332966341468E+14,84441,12168,9471,391725,876574,107871,324637578489,69106965679,17313704727,1590896927258,1.7546903262527E+15,3166857
3271,2017-12-18,1.5317054913971E+19,1.473730251697E+14,1.0398290852865E+14,97245,15597,7346,394057,984021,110604,315523825232,70838974284,17469999531,1718045833483,1783752977656594,3342243
3272,2017-12-19,1.5108397906927E+19,1.4474147101095E+14,95437113030014,83423,15015,7261,378482,1092234,138052,306617317089,79375243088,19181613248,1873105475222,1736464975898556,3553475
3273,2017-12-20,1.3506766084755E+19,1.4378047424512E+14,96423520110305,101169,13441,9669,370141,986104,143881,282876098875,76899483743,17476953510,1873105475222,1.7161494775469E+15,3553475
3274,2017-12-21,1.2572536031212E+19,1.4392048507963E+14,1.0234452238806E+14,105591,15059,7361,335350,1072665,162372,273060205603,78056749670,16832938780,1873105475222,1.7415404444076E+15,3553475
3275,2017-12-22,1.3044816129128E+19,1.4322251020596E+14,98442511607319,124670,16329,12520,380493,1103523,149956,234898731610,65782554231,14202633096,1873105475222,1.7258030111794E+15,3432829
3276,2017-12-23,1.3816847402563E+19,1.495402155103E+14,1.0326064780938E+14,100098,15641,7087,308072,918881,117738,252613793570,70389898551,15754607729,1873105475222,1.7923565241985E+15,3414697
3277,2017-12-24,1.3664759948603E+19,1.489185045331E+14,1.0445959225674E+14,70864,13232,6494,279371,758234,81111,229398756931,63927247334,14422766922,1873105475222,1822644898874096,3414697
3278,2017-12-25,1.342085265722E+19,1.5064295107087E+14,101837043952081,64029,15591,8207,228791,752361,77925,231550279194,69218567509,14681727637,1873105475222,1853229389024427,3493019
3279,2017-12-26,1.276354978401E+19,1.5147870360414E+14,1.0770990282005E+14,77648,17175,7360,247298,813510,82613,254994129964,71957597978,15001191781,1873105475222,1.8658312769328E+15,3569151
3280,2017-12-27,1.4293912778301E+19,1.5253002954129E+14,1.0641159034653E+14,78968,15709,7304,307486,912752,112765,263203445482,72507140004,14898822705,1873105475222,1.8640219656506E+15,3569151
3281,2017-12-28,1.4249239951851E+19,1.5660733449561E+14,1.0760704714544E+14,79968,16859,7794,304904,949503,111207,240273945811,68391514622,13459408013,1873105475222,1.9164238115022E+15,3587843
3282,2017-12-29,1.432565620064E+19,1.5364507568759E+14,1.1011894114281E+14,77151,17809,7683,353659,1090191,155481,244597045962,71338211581,13489416824,1873105475222,1.8705506855315E+15,3707708
3283,2017-12-30,1.4328464009214E+19,1.5472167246348E+14,1.0738812564885E+14,71377,17340,7814,344260,1136659,141900,222499368077,68105733619,12051977160,1873105475222,1.8746400204437E+15,3707708
3284,2017-12-31,1.5171616924443E+19,1.569140209148E+14,1.1049886277188E+14,64989,16417,7581,290259,946927,105948,224606648480,69755919958,12048046868,1873105475222,1.9195613466336E+15,3707708
3285,2018-01-01,1.5048148877267E+19,159403492170397,1.0533554420864E+14,62044,15766,5568,241601,908945,83076,226660835849,72628656041,12292485716,1922580604981,1.9350717266214E+15,3755197
3286,2018-01-02,1.5957984830432E+19,1.5907159958875E+14,1.0421992824607E+14,77723,20026,7242,340809,1153936,127924,233414506204,82256249291,13395389041,1931136454488,1924729868145049,3776555
3287,2018-01-03,1.4891406580385E+19,1.5873906645298E+14,1.1030474608258E+14,79086,18783,6429,395806,1238030,186764,251928880404,85854713079,13556009400,1931136454488,1.9043430021247E+15,3776555
3288,2018-01-04,1.6436908415446E+19,1.6254827323474E+14,1.0570397890315E+14,74534,21032,7333,424840,1349890,225860,249551907103,92046492741,12801802217,1931136454488,1895450077810928,3769404
3289,2018-01-05,1.5024039248099E+19,1.6635548511317E+14,1.1405216023908E+14,76404,19525,7330,342564,1271577,197217,266322959082,94886767067,13317246612,1931136454488,1.9330640008908E+15,3738939
3290,2018-01-06,1.4943722703185E+19,1.6307710841777E+14,1.0748860681801E+14,62977,19427,11213,358679,1226417,173712,281493165811,96489543942,15349790752,1931136454488,1.8991322512954E+15,3738939
3291,2018-01-07,1.5835890599768E+19,1.6894280351302E+14,1.0170909782009E+14,67259,20428,6626,368025,1152722,143412,280670512801,104728939599,15380899959,1931136454488,1.9506465740731E+15,3738939
3292,2018-01-08,1.556454028144E+19,1.6871280891963E+14,1.0068020069632E+14,30585,8041,3117,345506,1215473,146511,259614717349,111762032233,14235544380,1931136454488,2.0058098037725E+15,3693345
3293,2018-01-09,1.5884650830191E+19,1.707785778056E+14,98548037046141,80932,24192,8405,360101,1256240,145848,252344308821,117976558733,13846437996,1931136454488,2.0095169934196E+15,3660956
3294,2018-01-10,1.6501710256999E+19,1.7427621649499E+14,1.036712669698E+14,82357,25715,6252,347227,1177685,140304,240422271940,128109739727,13327719756,1931136454488,2005905468357510,3660956
3295,2018-01-11,1.6883163913529E+19,1.797084315529E+14,1.0135369265233E+14,100333,22029,15733,337766,1173965,120843,232652102673,118735660782,12890081213,1931136454488,2.0754221961082E+15,3660956
3296,2018-01-12,1.7761083535737E+19,1.8035087697954E+14,99934626562856,80737,20352,6900,299913,1118757,106887,232459902423,119847202035,12907169365,1931136454488,2.0996971980172E+15,3542598
3297,2018-01-13,1.7874872101723E+19,1.8107323713675E+14,98214898746809,63396,19098,7197,265586,1179321,93443,241095276020,131442018396,13506631674,2134254177774,2.1408021628944E+15,3541058
3298,2018-01-14,1.6756238347715E+19,1.8536954913781E+14,1.0680507983214E+14,65657,20603,7996,234890,1081593,88779,232027547555,130881068087,13502530754,2227847638504,2169168472872537,3541058
3299,2018-01-15,1.6188900866489E+19,1.8156050095918E+14,1.0672215360158E+14,76852,24552,6961,273473,1206420,90381,233914106364,129206208650,13129847489,2227847638504,2.1893719149843E+15,3553047
3300,2018-01-16,1.7024516391007E+19,1.8713571795285E+14,1.0342494558848E+14,102135,24678,9185,303566,1277936,117447,205785298207,110110227913,11349776768,2227847638504,2.2017466536276E+15,3564823
3301,2018-01-17,1.9420997594116E+19,1.9096865744828E+14,1.0706283809105E+14,111394,23671,7883,315604,1277083,113111,180485872090,92721052334,9613429491,2227847638504,2.2571742156561E+15,3564823
3302,2018-01-18,1.8644879821452E+19,189385723161977,1.0828656384412E+14,100366,20980,6134,309322,1205184,95276,194179623487,101489527768,10651950867,2227847638504,2.2754863580547E+15,3578653
3303,2018-01-19,1.7190458445936E+19,1.8880362677282E+14,1.0671695049774E+14,57244,14776,3091,243454,1043257,70009,194183216606,101933578481,10679652676,2227847638504,2268779620398618,3682080
3304,2018-01-20,2.0723545530334E+19,1.9663022302358E+14,1.1081290814232E+14,75149,20334,4419,240433,984489,66798,210738899361,109191561312,11276644423,2227847638504,2.3638228352465E+15,3682080
3305,2018-01-21,2.0076476050008E+19,1.9248279559058E+14,1.0370910737128E+14,76295,25700,4964,215435,1006530,55466,201358274892,105507923101,10769232451,2227847638504,2.37281463871E+15,3682080
3306,2018-01-22,1.9621873564316E+19,1.9701947491833E+14,1.0648426574982E+14,93708,31778,5420,245395,972911,61730,188495245833,99929199561,10168856453,2227847638504,2.3951571905541E+15,3702569
3307,2018-01-23,2.0055696449824E+19,1.9656208023443E+14,1.0508817944333E+14,81995,23289,4991,271759,928494,59717,181518502026,95741837283,9730596625,2227847638504,2399287063794763,3714485
3308,2018-01-24,1.8693317113106E+19,2.0168136253066E+14,1.0987295136877E+14,78855,24026,5320,250247,913668,59072,186487725957,98733586602,9877484497,2227847638504,2459967161560834,3714485
3309,2018-01-25,2.1290817074846E+19,2.0345712789507E+14,1.0804248755571E+14,79509,19995,4399,236422,788515,61836,191386342782,104156277475,9987775903,2460585023618,2.5076033983579E+15,3717183
3310,2018-01-26,1.9392159664874E+19,2.0346878945857E+14,1.1228099501632E+14,73227,18376,4938,220304,953429,57452,186381387939,102048408369,9698667162,2603077300219,2.5008525494567E+15,3731199
3311,2018-01-27,2.0629933647233E+19,2.0203418351656E+14,1.2246154455608E+14,63956,16311,4354,193421,831889,49382,189911777159,105154049514,9864639505,2603077300219,2.485344291223E+15,3731199
3312,2018-01-28,1.8958661972783E+19,204763715588173,1.1115514938406E+14,66645,19854,4991,213288,889104,51278,196924484586,115598692039,10315645009,2603077300219,2500393505475140,3731199
3313,2018-01-29,1.9987215769643E+19,2.1305400122351E+14,119641167165656,82322,27029,4711,232028,936845,50067,191267618666,115800973861,10109184675,2603077300219,2.5913817441719E+15,3987132
3314,2018-01-30,2.1731784189133E+19,2.1042551128527E+14,1.2519732466077E+14,84246,25156,6211,236442,906578,55270,181354406563,110909414975,9609161532,2603077300219,2596249976684859,4011379
3315,2018-01-31,1.8087432833991E+19,2.1588119695056E+14,1.1884098154207E+14,81651,24375,5533,204159,877284,54531,170825979327,107058260383,9004751991,2603077300219,2.6267645067435E+15,4011379
3316,2018-02-01,1.7614756901754E+19,2.2094447278569E+14,1.1771135660034E+14,93008,27648,5934,257504,1008759,57962,164126975042,108188757136,8541512337,2603077300219,2666119494491553,4093112
3317,2018-02-02,2.1809169999327E+19,2.2433496096733E+14,1.2388969371216E+14,102640,27240,5309,235750,980918,66669,147199195523,90611716721,7155618819,2603077300219,2.7114704304682E+15,4159491
3318,2018-02-03,2.1109405215282E+19,2.2374092810564E+14,1.2224203349039E+14,76444,23291,5213,194733,814486,49384,152993289031,93229129977,7830890758,2603077300219,2765665325443517,4159491
3319,2018-02-04,2.1016871980311E+19,2.2354644823446E+14,1.268439315629E+14,78202,20690,7262,173509,800865,45225,148552944664,88494286504,8715878074,2603077300219,2759424946617990,4193441
3320,2018-02-05,2.4520821702638E+19,2.2931879093943E+14,1.324721029052E+14,99959,19944,5396,216178,875761,51043,129684718445,75701382956,7662673597,2603077300219,2.7862472950844E+15,4341368
3321,2018-02-06,2.3221901933159E+19,2.2661198252778E+14,1.3337221720031E+14,109734,25671,6965,243950,888219,59946,115363256594,66230343804,6839197418,2607870187293,2.7870769104912E+15,4341368
3322,2018-02-07,2.0576994820576E+19,2.319914993826E+14,1.3788661894767E+14,95072,27259,6672,213578,818625,50320,133574673999,77890086430,8056415521,2874674234416,2837217537152574,4341368
3323,2018-02-08,2.1028915062819E+19,2.2951864290667E+14,1.3354211059713E+14,101569,36694,6779,173158,681344,37148,139027505244,79452376463,8078659672,2874674234416,2.8217204698984E+15,4568541
3324,2018-02-09,1.8360937041376E+19,2.328466579379E+14,1.3824503583957E+14,89542,30593,6201,177725,789807,44811,139778258090,81189225006,8246644841,2874674234416,2.8772378154752E+15,4605561
3325,2018-02-10,1.9006917325142E+19,2.3439488952678E+14,1.3141688001239E+14,77570,28917,4915,181640,848390,46594,146371838138,84978678465,8858686889,2874674234416,2.8344591712531E+15,4605561
3326,2018-02-11,2.2788321686848E+19,2.364466626828E+14,1.2884976255468E+14,75335,32759,4632,147057,773496,36009,138687629504,80525624658,8288373735,2874674234416,2950749152835298,4617873
3327,2018-02-12,2.2272708761809E+19,2.4110009404371E+14,1.3785277135516E+14,83783,33918,6314,186752,829020,40374,145922534123,83670756726,8726617452,2874674234416,2943732872497906,4635151
3328,2018-02-13,2.4091160235697E+19,242601631360604,1.3448773163545E+14,73084,22321,6010,182820,745761,41515,145847139972,82660316000,8746173892,2874674234416,2.97156015561E+15,4635151
3329,2018-02-14,2.3823290493E+19,2.3628240803395E+14,1.4033076282126E+14,72888,22594,11934,196238,746384,62134,152574128183,86352327514,10681693900,2874674234416,2952816621621494,4635151
3330,2018-02-15,2.1105648119953E+19,2.3843285876881E+14,1.363084150469E+14,74208,23780,9337,198052,777318,64146,165796291426,91043036364,12388039261,2874674234416,2.8923020486611E+15,4765642
3331,2018-02-16,2.1285807122812E+19,2.4306492885166E+14,1.3963869244639E+14,74964,28104,7727,187581,704758,55687,169517313719,91281706261,12257162362,2874674234416,2.9912234964307E+15,4765866
3332,2018-02-17,2.3259660594709E+19,2.4357497405333E+14,1.4024015772787E+14,69716,25693,6974,173640,772079,63949,180572284690,94337659706,12655638607,2874674234416,2973718885372611,4765866
3333,2018-02-18,2.2024104059008E+19,2.4354127767414E+14,146911179583765,62968,20198,10814,159333,756092,75280,181591510709,92290861677,12360263599,2874674234416,3.0038218223128E+15,4847021
3334,2018-02-19,2.2950458188796E+19,2.4284348764181E+14,1.418157811826E+14,69225,20588,8146,187205,811384,55631,183808087330,91993045565,12272320407,2874674234416,2976957671534244,4901960
3335,2018-02-20,2.1116350680618E+19,2.3963235985547E+14,1.4131581741628E+14,75215,20527,13778,198314,886897,57841,194767260108,91834522825,13232635911,2967853337745,2932875069369740,4901960
3336,2018-02-21,2.4813516968633E+19,2.416228103973E+14,1.4241701847733E+14,69562,19990,6642,205032,850504,47113,182988770243,84999573631,12058623853,3007383866430,2911436258045099,4906530
3337,2018-02-22,2.42913853439E+19,2.4359988002308E+14,1.4516149644711E+14,66124,18182,6201,183086,761893,43229,174140152881,81301969209,11364933042,3007383866430,2981196774998203,4938398
3338,2018-02-23,2.1955367791169E+19,2.4594067060485E+14,1.4701956012176E+14,62576,19705,4959,185045,733084,41534,169457374343,82774315264,11147215136,3007383866430,2.9677116950629E+15,4938398
3339,2018-02-24,2.1027363617047E+19,2.4446663387854E+14,1.4318993052584E+14,56616,16638,4708,154389,732861,37171,168272548020,82613895922,11407951711,3007383866430,2974924584558781,4938398
3340,2018-02-25,2.4306268031908E+19,2.5023933602288E+14,1.4285440446255E+14,63393,17403,6787,144698,690582,36437,162793433619,82231628148,11664706160,3007383866430,3096446035780255,5005504
3341,2018-02-26,2.2182150828854E+19,2.4747563876165E+14,1.4095584836586E+14,66533,18244,9387,186333,737453,41920,167712459261,84314315431,12351707766,3007383866430,3.0305333395103E+15,5038170
3342,2018-02-27,2.3576969475581E+19,2.432961965673E+14,1.4807578480597E+14,64827,19739,6723,219464,694583,42480,178456870021,86090041839,12072330058,3007383866430,2978767153901956,5038170
3343,2018-02-28,2.4900731181445E+19,2.5204097730728E+14,1.4482398642797E+14,68823,21019,5778,189068,720368,74744,179010174470,85236835935,11687557973,3007383866430,3052568265040553,5037397
3344,2018-03-01,2.2442878748396E+19,2.5320504689979E+14,1.4345252609241E+14,61852,18033,7164,233579,684404,50091,180035074236,84855644431,11547894404,3007383866430,3103058386818551,5033510
3345,2018-03-02,2.4158134090195E+19,2.5497623538598E+14,1.4764565121306E+14,61317,19374,5683,194917,744666,38813,185728743532,84595123352,11525477541,3007383866430,3.0772443152755E+15,5033510
3346,2018-03-03,2.5219329806152E+19,2.6036721624631E+14,1.5198895443113E+14,null,null,null,176844,673465,35091,191874935654,84418594295,11840709623,3007383866430,3.1908153550523E+15,5033510
3347,2018-03-04,2.4194695662757E+19,2.5348560504719E+14,1.4320798954206E+14,null,null,null,160083,643241,31630,190323363838,83732003906,11609386114,3007383866430,3.1401644413343E+15,5064507
3348,2018-03-05,2.501474461577E+19,2.5447091697883E+14,1.5677769333048E+14,null,null,null,201289,752756,37546,194833299576,84501865705,11764824753,3233581400367,3135226015752465,5074912
3349,2018-03-06,2.4572333276152E+19,2.5508040836576E+14,1.6219510437035E+14,null,null,null,205860,712591,36769,186645884620,81701615333,11283582873,3290605988755,3.1184110019624E+15,5074912
3350,2018-03-07,2.6404314260397E+19,2.6340657941829E+14,1.5986254267082E+14,null,null,null,213821,783757,38530,176144559640,76703072706,10589460923,3290605988755,3.1942490464854E+15,5244438
3351,2018-03-08,2.5419294687284E+19,2.6254134284135E+14,1.6275779602062E+14,null,null,null,196260,690139,36806,164272193660,72489914329,10100699606,3290605988755,3237862488797109,5445713
3352,2018-03-09,2.5936622060156E+19,2.5650600506566E+14,1.5353737112749E+14,null,null,null,198034,650058,39903,150826981971,67312296614,9654523272,3290605988755,3155883958898884,5445713
3353,2018-03-10,2.3412150793173E+19,2.5911744823167E+14,1.572971449629E+14,null,null,null,156088,591377,30991,156339576539,71048434139,10352397379,3290605988755,3166734686927870,5445833
3354,2018-03-11,2.2432247992701E+19,2.5790436740027E+14,158806450673752,null,null,null,150731,608899,28583,153189952078,68900083226,10189197708,3290605988755,3.1488913504238E+15,5517835
3355,2018-03-12,2.6949796287723E+19,2.597214998967E+14,1.6487918674886E+14,null,null,null,188233,677908,30179,159831136581,70178706340,10278933466,3290605988755,3.1909813375944E+15,5517835
3356,2018-03-13,2.7155548584831E+19,2.591386692512E+14,1.6703284368586E+14,null,null,null,195982,699093,31265,154997709088,68236645290,9811920476,3290605988755,3176688766423823,5517835
3357,2018-03-14,2.4377753205787E+19,2.5647064502295E+14,1.6256469634836E+14,null,null,null,190898,671198,33328,148575362888,64885765658,9417949033,3290605988755,3.1356980173432E+15,5610150
3358,2018-03-15,2.3242251614664E+19,2.5956022415019E+14,1.5991891865607E+14,null,null,null,206042,654531,35691,137346612498,59143425176,8952455914,3290605988755,3160924654163131,5671972
3359,2018-03-16,2.4407095156169E+19,2.6872917896591E+14,1.7011496139609E+14,null,null,null,186823,654584,31561,140798170344,59883220899,9181134988,3290605988755,3.2734117608646E+15,5671972
3360,2018-03-17,2.5683187208089E+19,2.6693923023093E+14,1.7056247164811E+14,null,null,null,154347,593203,27818,136958326218,57571921787,8857054521,3290605988755,3.2615622778773E+15,5686468
3361,2018-03-18,2.4692394313741E+19,2.6479014632666E+14,1.6100504901617E+14,null,null,null,164250,683964,33000,130161469383,49985114938,8161836615,3381698122496,3265556211482404,5771051
3362,2018-03-19,2.7006132854272E+19,2.658334529665E+14,1.6723656495602E+14,null,null,null,191373,703891,31025,141406607845,53027486741,8695008230,3462542391192,3.2872436749466E+15,5771051
3363,2018-03-20,2.4112729475393E+19,2.6707806675714E+14,1.6417682003614E+14,null,null,null,195041,661791,32184,146173233769,53513271652,9065609658,3462542391192,3281437349558869,5771051
3364,2018-03-21,2.4535650153278E+19,2.6361924907963E+14,1.6438152468565E+14,null,null,null,194694,697872,30694,152287410489,55996595267,9554602992,3462542391192,3261279286429783,5740803
3365,2018-03-22,2.4927533693728E+19,2.6307762066502E+14,1.7086344658227E+14,null,null,null,185044,619453,26996,149043401923,53960334280,9281226574,3462542391192,3225445238424118,5721232
3366,2018-03-23,2.2730425912518E+19,2.6431360002210E+14,1.7543797926494E+14,null,null,null,179685,677103,27804,144661197630,51520450436,8983350564,3462542391192,3.2843453123535E+15,5721232
3367,2018-03-24,2.6314085296376E+19,2.6257034718882E+14,1.8645515535824E+14,null,null,null,156931,613203,26526,150289849598,52890487286,9215517522,3462542391192,3218749003895188,5842681
3368,2018-03-25,2.4859563754133E+19,2.6381507268206E+14,1.8302095072381E+14,null,null,null,135139,526372,23312,144863354842,51436180932,8937115506,3462542391192,3.2645684152501E+15,6123409
3369,2018-03-26,2.4948705793397E+19,2.7097206234681E+14,1.8839312529719E+14,null,null,null,187700,626615,28790,139414464091,49216056777,8552743241,3462542391192,3333441475494625,6123409
3370,2018-03-27,2.5596322994135E+19,2.6478470495571E+14,1.7612332883137E+14,null,null,null,186913,584055,29504,135132559009,45655586609,7905939882,3462542391192,3274585882463590,6123856
3371,2018-03-28,2.5674358331555E+19,2.6437225782071E+14,1.9637600259028E+14,null,null,null,177386,579858,28661,134424962532,44482073402,7515777131,3462542391192,3.2583028937062E+15,6397433
3372,2018-03-29,2.4363793874532E+19,2.5978100281419E+14,1.8901150114139E+14,null,null,null,192259,583673,31286,127798397993,40854716330,6822785858,3462542391192,3.1834915065042E+15,6397433
3373,2018-03-30,2.7794614074862E+19,2.628173778672E+14,1.8766878420046E+14,null,null,null,185778,633616,29474,116973996197,37934889110,6529844563,3462542391192,3.2119512946375E+15,6397433
3374,2018-03-31,2.4571125681464E+19,2.5919094228667E+14,2.041140365079E+14,null,null,null,148489,584396,23726,118967590499,39584150435,6709922075,3462542391192,3.1890756188735E+15,6575133
3375,2018-04-01,2.5310432205209E+19,2.5958417421987E+14,1.9523521925191E+14,null,null,null,134967,545141,22487,115612697424,37700551915,6411123903,3494288842680,3.2396182330473E+15,6690855
3376,2018-04-02,2.7528111432079E+19,2.5975929530055E+14,2.078630932078E+14,null,null,null,168022,598505,24488,118637338691,38023384110,6640128002,3511060552900,3.1978789275868E+15,6690855
3377,2018-04-03,2.7723408774395E+19,2.5383480168898E+14,1.897414305644E+14,null,null,null,198756,645924,29115,124441697376,39604196338,7054137598,3511060552900,3130318842246530,6715927
3378,2018-04-04,2.6382977672692E+19,2.5619084923465E+14,2.0386857276936E+14,null,null,null,185563,628441,26433,120410693962,38608915576,6930287338,3511060552900,3.1769818027878E+15,6802626
3379,2018-04-05,2.6757908926376E+19,2.5773197377564E+14,2.0464019455206E+14,null,null,null,181676,695871,26848,114887416399,37350512055,6632407884,3511060552900,3.151225900265E+15,6802626
3380,2018-04-06,2.6218032715689E+19,2.642111948506E+14,2.1185610913232E+14,null,null,null,172751,647981,25893,113095690696,36754653853,6446184249,3511060552900,3256199538233078,6802626
3381,2018-04-07,2.9001951444485E+19,2.5979499900225E+14,2.1082859882591E+14,52476,25319,5313,154459,535865,22584,117215770050,37963458081,6583408987,3511060552900,3235885305959205,7157500
3382,2018-04-08,2.8284297703927E+19,2.5795863796919E+14,2.0055611113824E+14,52796,21190,4220,138374,595733,20591,118990172139,39047918321,6566299836,3511060552900,3.1913731303822E+15,7192917
3383,2018-04-09,2.8332762549671E+19,2.4962183758508E+14,2.0758489618225E+14,59029,25309,5459,176416,609799,25284,117276656322,39928719786,6574177412,3511060552900,3.0889642603134E+15,7192917
3384,2018-04-10,2.6356837203852E+19,255923340473121,2.1376631671402E+14,59044,25856,4879,186251,571388,26399,115382295434,39804087542,6396695906,3511060552900,3135858403362697,7208566
3385,2018-04-11,2.8613288810095E+19,2.5346308024304E+14,1.9590605948548E+14,61072,25379,4859,183087,609102,27354,117205837895,41486276932,6430596191,3511060552900,3146614700508011,7232139
3386,2018-04-12,2.7905745809286E+19,2.5209229621327E+14,2.0216712818536E+14,68886,24696,4937,210725,692606,32619,124732436615,44508460618,6719743701,3511060552900,3131513601624278,7232139
3387,2018-04-13,2.7665618884825E+19,2.5481516782139E+14,2.1306152993509E+14,64178,22292,5246,217117,730344,32661,135828957307,49878823304,7229876029,3511060552900,3.0859862531511E+15,7232139
3388,2018-04-14,3.0270834843068E+19,2.5511251573332E+14,2.1781507440351E+14,50026,17926,3470,161706,611188,24558,136131699164,49597940327,7121675629,3796188328005,3.1323149975004E+15,7148192
3389,2018-04-15,2.7628382610799E+19,2.5507813192661E+14,2.1436030696812E+14,52494,17958,3340,173868,619985,25481,139804320144,51417442513,7300102015,3839316899030,3137466930260492,7135731
3390,2018-04-16,2.8835906813734E+19,2.5601084679092E+14,2.1364046142037E+14,56538,22923,3470,195965,664402,26699,137503546426,50623928497,7194580434,3839316899030,3113712319018335,7135731
