,date,btc_hashrate,eth_hashrate,ltc_hashrate,btc_tweets,eth_tweets,ltc_tweets,btc_transactions,eth_transactions,ltc_transactions,btc_marketcap,eth_marketcap,ltc_marketcap,btc_difficulty,eth_difficulty,ltc_difficulty
3841,2019-07-11,5.964383690876E+19,1.7935197535753E+14,4.6063396958262E+14,20230,6569,1846,325647,975288,33080,206425921919,29242829562,6443184490,9064159826491,2.2367790063407E+15,15218132
3842,2019-07-12,6.736218994641E+19,1.7929968176047E+14,4.7419913159561E+14,31450,5919,1943,360735,726392,34244,206347568037,29242605870,6550446436,9064159826491,2269238358740816,15218132
3843,2019-07-13,6.626733506563E+19,1.7873506725303E+14,4.6960786902532E+14,21442,5733,1853,304404,587283,29969,203530571573,28820831271,6394097163,9064159826491,2.2377922149526E+15,15218132
3844,2019-07-14,6.7831716014397E+19,1.8207888496461E+14,5.2381733887263E+14,19451,5176,1790,303142,613490,28899,193651717175,26750824582,5968518954,9064159826491,2.2599869879015E+15,16343021
3845,2019-07-15,6.418528245748E+19,1.8001377137101E+14,4.9767991753334E+14,22735,5909,1685,348965,743294,30542,185909253558,24196007573,5612304962,9064159826491,2.2790644913523E+15,16510915
3846,2019-07-16,6.8554481239655E+19,1.7483219742131E+14,4.3528265212278E+14,22784,6359,1616,363175,1003278,31731,184701757553,23381133452,5409289555,9064159826491,2.1995826696463E+15,16510915
3847,2019-07-17,6.9427079433283E+19,1.7965630311105E+14,4.588977398367E+14,24278,6507,1855,324759,830029,32315,170754729679,22028357206,5305218958,9064159826491,2246231621154095,16442396
3848,2019-07-18,5.522369004762E+19,1.797851319067E+14,4.6180270159433E+14,24597,5894,2129,315624,667874,30760,179199366868,23346073772,5949715995,9064159826491,2.244270110287E+15,16304271
3849,2019-07-19,5.4103187067627E+19,1.7365292288667E+14,4.7336901252520E+14,25759,5372,1754,299773,815548,30011,186624293030,23556711740,6140836203,9064159826491,2.200520894451E+15,16304271
3850,2019-07-20,6.9569874843147E+19,1.7784681511804E+14,4.4959596089988E+14,21566,4475,1826,322825,584085,28111,190261891160,24379876450,6300777146,9064159826491,2.2199726508897E+15,16304271
3851,2019-07-21,7.4023459325659E+19,1.7323164949032E+14,4.2704617494377E+14,20697,4397,1596,283785,522396,23360,188634585873,24035272621,6203982164,9064159826491,2.2004138484067E+15,16024190
3852,2019-07-22,7.1457848053102E+19,1.7277501211507E+14,4.4782630792284E+14,23274,5911,1284,319241,640666,26659,186482711654,23631562751,6064527757,9064159826491,2.1631761685333E+15,15919942
3853,2019-07-23,5.9014148655443E+19,1.7548342789347E+14,4.3976337259547E+14,21610,5467,1056,320209,606795,28340,179809231061,22880942191,5776986522,9033161130738,2.1979311284431E+15,15919942
3854,2019-07-24,6.7590362726755E+19,1.7689987905285E+14,4.5590012799203E+14,22926,5089,997,295450,907213,27424,173249445433,22397666626,5725519733,9013786945892,2.2130055454804E+15,15857580
3855,2019-07-25,6.3719756320374E+19,1.7533507266251E+14,4.3461193213497E+14,19361,4969,1035,336386,949854,27014,178872656584,23698957959,5933119619,9013786945892,2208933967824463,15524545
3856,2019-07-26,7.0206755182977E+19,1.7439765770062E+14,4.1194714807464E+14,17954,5190,1155,319446,640260,28177,174515142847,23206594781,5839629768,9013786945892,2.1812361777107E+15,15524545
3857,2019-07-27,7.3983227837906E+19,179361369975017,4.3578057475543E+14,16400,4250,908,283740,577697,25963,173678796795,22855680173,5722176047,9013786945892,2.2442298702311E+15,15524545
3858,2019-07-28,7.2639938522833E+19,1.7641890764933E+14,4.7490011937173E+14,14762,4264,764,272799,572697,24601,169508845564,22328687925,5598102633,9013786945892,2.2273849905917E+15,15343820
3859,2019-07-29,7.8997791387307E+19,1.7561368974909E+14,465604367347487,17179,5350,883,333451,676990,29139,170543194189,22594082883,5672329618,9013786945892,2.2287863698569E+15,15221082
3860,2019-07-30,6.5669147558286E+19,1.8031408485845E+14,4.4970651620992E+14,18294,7717,1028,328233,715782,30135,170394647379,22440051639,5674835566,9013786945892,2.2457193933906E+15,15221082
3861,2019-07-31,6.8310259810253E+19,1.7490998104428E+14,4.7594904637598E+14,19647,10191,1238,361166,684284,29821,175831323388,22960124905,5946335837,9013786945892,2.214317715571E+15,15487104
3862,2019-08-01,7.7044124563621E+19,1.7321852591816E+14,4.6058246291086E+14,19930,5972,1168,335801,877643,28951,180002927122,22980794645,6153252198,9013786945892,2186554067202485,16191186
3863,2019-08-02,6.7967179766511E+19,1.7608145797404E+14,4.4896626029968E+14,19806,5265,1799,349387,768312,30862,187152112147,23402093556,6062635914,9013786945892,2.1864669316682E+15,16191186
3864,2019-08-03,7.6030806338823E+19,1.784060458942E+14,4.8069059876352E+14,15856,4363,1450,327415,783492,28348,192668400018,23825112329,5987741283,9013786945892,2.2310406859937E+15,16191186
3865,2019-08-04,7.6811317518172E+19,1.8073076983356E+14,4.5350558286338E+14,15514,4009,1176,298638,569134,26623,193110078893,23637975963,5841451789,9013786945892,2.2750290436886E+15,15993131
3866,2019-08-05,7.9399062399898E+19,1.8323506535843E+14,4.5833123753627E+14,24014,4908,2407,338993,718438,32184,208594892832,24762667290,6152819906,9890230141833,2.2964267772795E+15,15930321
3867,2019-08-06,7.5845181020019E+19,1.8282053912363E+14,4.4401229070914E+14,21526,4725,2333,368187,732052,33948,210265301053,24611054982,6017823055,9985348008060,2.3006017499695E+15,15930321
3868,2019-08-07,8.0248998822887E+19,1.8430121573713E+14,4.2066194333911E+14,19684,4853,1578,370756,742477,33276,209470109373,24261131446,5815265758,9985348008060,2.304187700751E+15,15873876
3869,2019-08-08,6.7679123668556E+19,1.8291262617327E+14,3.8129581321202E+14,17352,4482,1258,336039,692736,39808,211006345998,23909861709,5691919810,9985348008060,2.3136510271547E+15,15234158
3870,2019-08-09,7.3390229645285E+19,1.8112338485883E+14,3.5984417499598E+14,17787,4081,1543,340978,721762,37674,211491925769,22892261928,5488561791,9985348008060,2.2897754256978E+15,15234158
3871,2019-08-10,7.2626289238319E+19,1.8622181493867E+14,3.8917242599425E+14,15781,3650,1403,303987,630929,32550,207319625395,22397978726,5370221103,9985348008060,2320542825848176,15234158
3872,2019-08-11,7.9071227666303E+19,1.8170599854133E+14,4.061807403439E+14,14407,3638,1701,273127,582507,30242,203779230403,22714356874,5523262634,9985348008060,2.298713984021E+15,15043205
3873,2019-08-12,7.3702544202941E+19,1.8450750516289E+14,3.8236986843914E+14,18156,4050,1560,297313,712949,32593,203821435316,22808642901,5491193696,9985348008060,2.3097628135484E+15,13444380
3874,2019-08-13,7.1855264709234E+19,1.8396793890293E+14,381986605058462,18208,4449,1605,370590,698671,30148,199493668872,22426506690,5355835012,9985348008060,2321781475275562,13444380
3875,2019-08-14,7.3258555645573E+19,1.8288981384357E+14,3.7319838879616E+14,19072,4277,1398,359845,736647,24231,187605661862,21735043671,5167504945,9985348008060,2.2875020194349E+15,13444380
3876,2019-08-15,7.8662313884039E+19,1.8281467012727E+14,3.7799944398728E+14,19697,4256,1337,355487,689076,23721,179406523104,19827901557,4785997313,9985348008060,2.3166207955836E+15,13357880
3877,2019-08-16,7.594460597061E+19,1.8271597639499E+14,3.4816240719269E+14,19352,4367,1041,323478,718875,23694,183183364538,19867058730,4731534485,9985348008060,2286198137986443,13292087
3878,2019-08-17,6.7289292819356E+19,1.8656617924602E+14,3.4189590568574E+14,15703,3748,1048,288128,641106,21565,184339960320,19834400065,4653322942,9985348008060,2.3423949870021E+15,13292087
3879,2019-08-18,6.5669222895711E+19,1.7954555530983E+14,3.1886521290735E+14,14246,3685,1124,276239,627260,19787,184113956338,20417787203,4722523471,10016798869144,2.2677510634729E+15,13292087
3880,2019-08-19,7.5049883500464E+19,1.7994377661895E+14,3.2755135353103E+14,16770,4546,1141,330310,724461,20759,189831078057,21358386918,4858856805,10183488432890,2281337434824763,12321247
3881,2019-08-20,7.9380362938979E+19,1.7876288802014E+14,3.291486682604E+14,16596,4244,1012,333151,733503,22464,192427870547,21283245420,4781131754,10183488432890,2.2452081006681E+15,11788933
3882,2019-08-21,7.2110587966504E+19,1.7755201261562E+14,3.189966021347E+14,18179,4269,1021,308672,731500,23187,182817851882,20162093977,4599252055,10183488432890,2228614257230620,11788933
3883,2019-08-22,6.8849889102623E+19,1.7128110864843E+14,3.3233737163458E+14,17858,4324,1152,322312,737144,23052,179956638065,20265844949,4617285714,10183488432890,2.1800139650254E+15,11786741
3884,2019-08-23,7.489296255351E+19,1.775867568367E+14,3.0971008221528E+14,17668,4246,1139,340067,733282,22460,183682554454,20711419912,4690939227,10183488432890,2.2126200503352E+15,11397272
3885,2019-08-24,8.0176461065653E+19,1.7308143130264E+14,332585913311515,14618,3679,951,304321,684235,20683,181747902506,20438600523,4637512514,10183488432890,2229803360819966,11397272
3886,2019-08-25,7.8245041929152E+19,1.7476018428971E+14,3.3366468497135E+14,14278,3400,836,288779,677260,16881,180824455653,20285902314,4603399825,10183488432890,2.1652813803449E+15,11397272
3887,2019-08-26,7.5561059192841E+19,1.7708906731117E+14,3.2178260890267E+14,16826,4377,856,318082,750845,20691,185240700206,20385362270,4673468262,10183488432890,2246441107865087,11366007
3888,2019-08-27,6.9133210110732E+19,1.70421961393E+14,3.1717869390098E+14,20448,4440,935,325849,748158,21495,182417808811,20101870599,4602723545,10183488432890,2154569583375534,11336167
3889,2019-08-28,7.3671161869291E+19,1.7371090959824E+14,3.3147370931865E+14,19033,4817,1033,341049,722262,22565,180551877022,19751987535,4490485153,10183488432890,2.1814910823743E+15,11336167
3890,2019-08-29,8.0126567539442E+19,1.7920639841250E+14,3.2035371739614E+14,17137,4515,1018,346569,724189,21443,170685204881,18223274947,4106827594,10183488432890,2.2301333983843E+15,11336167
3891,2019-08-30,8.1800566206321E+19,1.8047705475616E+14,3.1798412296272E+14,16339,4258,1038,349040,713194,21790,171107181884,18152172583,4038041168,10183488432890,2.2651283283176E+15,11324363
3892,2019-08-31,8.0349506623844E+19,1.77972338566E+14,316170849099689,13453,3330,910,342029,679773,21236,172070436241,18185062165,4037511056,10183488432890,2.2415941345069E+15,11324141
3893,2019-09-01,8.6326921289919E+19,1.766917519524E+14,3.253689957134E+14,14620,2905,867,285325,690235,18923,172587390937,18407913847,4113082787,10685572378040,2.227939226762E+15,11324141
3894,2019-09-02,7.673309952123E+19,1.7857387977842E+14,3.0519677168511E+14,17337,3703,843,327099,757508,22539,177946155882,18661277736,4177120675,10771996663680,2.2433513290984E+15,11194954
3895,2019-09-03,8.4459085368777E+19,1.7904311841375E+14,3.140418674352E+14,20903,3571,1113,370467,751224,27635,188404505623,19266390139,4312751756,10771996663680,2273744050108076,10987916
3896,2019-09-04,7.8735979232243E+19,1.7508251194113E+14,3.1003343797967E+14,18177,3783,1009,324605,714432,24046,189304088631,19082882141,4282444775,10771996663680,2.2269225214993E+15,10987916
3897,2019-09-05,8.4694533984015E+19,1.7818419626551E+14,2.955569587001E+14,16187,3841,862,352245,769872,24801,189476056836,18664729079,4189266438,10771996663680,2.2370124253366E+15,10987916
3898,2019-09-06,8.6731527479616E+19,1.7271317632204E+14,3.0705710915419E+14,18376,3601,881,365373,768500,28280,190929381703,18735908208,4199925485,10771996663680,2.1771202357564E+15,10683369
3899,2019-09-07,7.7981179079967E+19,1.8108944533728E+14,3.1876916070179E+14,14526,3396,786,314279,677445,27090,186851482458,18643127817,4230121129,10771996663680,2277902366398615,10597439
3900,2019-09-08,8.9560543105005E+19,1.804489041259E+14,2.9570517722689E+14,14593,3290,830,288330,675068,31130,187618189166,19480944647,4431783516,10771996663680,2283723725341327,10597439
3901,2019-09-09,8.9476443801821E+19,1.7711184898339E+14,3.1943893506898E+14,17004,3667,932,316706,756508,28045,184983080250,19427322842,4411223245,10771996663680,2.2434367764318E+15,10668922
3902,2019-09-10,8.7647043158632E+19,1.7839470759404E+14,3.2047041069675E+14,18300,4014,982,339676,691617,28191,183631664050,19499742835,4509714433,10771996663680,2.2608050622929E+15,10809777
3903,2019-09-11,9.5138783348305E+19,1.7903934989275E+14,3.0090671369653E+14,17080,3854,853,338092,705292,25604,180766086764,19221132196,4439581760,10771996663680,2262207308283401,10809777
3904,2019-09-12,9.3392801791455E+19,1.8553196564407E+14,3.218359460032E+14,16904,4229,884,335710,723726,26418,183570049679,19294703590,4396781440,10771996663680,2328303337077473,10809777
3905,2019-09-13,8.6481742604513E+19,1.8142053585815E+14,3.2148154858751E+14,15885,3865,1348,308706,623470,30554,185217455083,19364581838,4364348394,10958429712866,2.3197023652972E+15,11047451
3906,2019-09-14,8.9667203266202E+19,1.8480000373848E+14,3.1895160389758E+14,13360,3397,987,299739,628467,27762,185660643458,19746349932,4403329107,11890594958796,2.3193349789565E+15,11074017
3907,2019-09-15,8.4899511583805E+19,1.8358985547341E+14,3.1824373127517E+14,13380,3606,953,273999,633961,31231,185366411249,20323176125,4458131384,11890594958796,2.320624192375E+15,11074017
3908,2019-09-16,9.9089352791355E+19,1.8929146857464E+14,3.041470487872E+14,16491,4515,1104,347178,733010,35537,184548980046,20868504639,4506529359,11890594958796,2.3594822532295E+15,11015151
3909,2019-09-17,8.9832131447666E+19,1.9200523703039E+14,3.1189611807418E+14,17082,4583,1026,343630,681814,39867,183679321243,21857457227,4665042909,11890594958796,2422785659611003,10900550
3910,2019-09-18,9.3949305668887E+19,1.9601590478794E+14,3.184280500741E+14,18477,4314,1050,363011,708743,39428,183220452356,22948745417,4861525708,11890594958796,2449168786542977,10900550
3911,2019-09-19,9.5503797730462E+19,1.9048089677402E+14,3.1314881718239E+14,18387,4520,1452,345962,692484,48582,179586929988,22827736696,4768766203,11890594958796,2.4261128366754E+15,10900550
3912,2019-09-20,9.1294729407412E+19,1.9368522458422E+14,3.307681561909E+14,16907,4428,1011,340778,717128,34911,182922975217,23451143432,4773679065,11890594958796,2.4250237756855E+15,11042530
3913,2019-09-21,9.2335601900794E+19,1.9894145058837E+14,3.2646494043174E+14,13899,3540,970,335847,596973,25427,180542356344,23400985186,4706975763,11890594958796,2.5075465168208E+15,11059202
3914,2019-09-22,9.5555428319982E+19,1.9270310206563E+14,3.2346519428811E+14,14650,3226,1047,318547,576416,23991,179609697304,22722624881,4604884295,11890594958796,2450662484240815,11059202
3915,2019-09-23,8.2848318186323E+19,1.9933337341822E+14,3.1677132040717E+14,18065,4044,1170,288035,639394,37725,177900718181,22466190299,4572594187,11890594958796,2492390378290837,11129486
3916,2019-09-24,7.9937001412564E+19,1.9130301000408E+14,3.0923126892234E+14,21250,4297,1208,353106,709522,32703,170022295612,20639599859,4098979243,11890594958796,2455788512103047,11219450
3917,2019-09-25,9.4971516405711E+19,1.9667708101646E+14,3.157749206985E+14,21772,4238,1083,347591,677675,28975,152003925883,18220474335,3558055849,11890594958796,2.4721261828836E+15,11219450
3918,2019-09-26,1.0197810602489E+20,1.9728862297079E+14,3.151898438186E+14,19619,3938,1029,355604,657676,26006,148341720231,18011711813,3523272987,12017674556108,2503888016862004,11219450
3919,2019-09-27,9.673692055455E+19,1.9462880352891E+14,3.0353084691207E+14,19119,3882,1031,303771,623632,24353,144651223658,18035674326,3487258365,12759819404409,2.4835317913445E+15,10913740
3920,2019-09-28,9.1285058727796E+19,1.9569648827012E+14,2.8338136881753E+14,15414,3516,1025,314274,607857,27931,146773561941,18754304988,3513656617,12759819404409,2475973481680339,10844535
3921,2019-09-29,9.0269071153291E+19,1.9444716537969E+14,3.0584334467419E+14,14229,3650,882,285406,591986,20199,145371865817,18356187274,3445219542,12759819404409,2451547170126610,10844535
3922,2019-09-30,8.6882957405859E+19,1.9328409240418E+14,300248374484545,17758,4510,869,311266,683924,26657,145182186959,18666792440,3470387993,12759819404409,2.4613617513351E+15,10763153
3923,2019-10-01,8.6815343144897E+19,1.9411151927717E+14,2.9131387879065E+14,17754,3797,942,337101,644955,22390,150300802698,19371515558,3574103849,12759819404409,2.449818489718E+15,10380231
3924,2019-10-02,9.4792078104057E+19,1.8810560880258E+14,2.8350545103286E+14,15544,3513,820,326409,627031,21691,148530990120,19086756981,3550928951,12759819404409,2412054863369323,10380231
3925,2019-10-03,9.2175599243774E+19,1.8687474104199E+14,2.8095310365935E+14,15626,3434,915,326367,615189,21057,148357503623,19045133451,3560890293,12759819404409,2.3738512489925E+15,10380231
3926,2019-10-04,9.1060007144028E+19,1.8823358476946E+14,2.5571419310147E+14,14904,3327,844,337075,590197,23913,146906906123,18921438155,3615892029,12759819404409,2.3857421859279E+15,10057040
3927,2019-10-05,1.0247499170439E+20,1.8877920719204E+14,2.7977891329993E+14,13536,3532,929,326525,595118,24612,146124929272,18933154861,3583320042,12759819404409,2387834041212111,9678481
3928,2019-10-06,9.3752688508679E+19,1.8970381959457E+14,2.8368707009691E+14,14729,3141,1084,277464,571769,27214,144114222716,18787056883,3551068880,12759819404409,2393554241959079,9678481
3929,2019-10-07,9.7563373730575E+19,1.875210797575E+14,2.8026118057193E+14,16843,4045,1037,328648,629382,27427,145067111318,19018221626,3575706653,12759819404409,2398938913247369,9678481
3930,2019-10-08,1.0208491227217E+20,1.8623703100161E+14,2.8084746436512E+14,16662,4242,881,336192,710373,25078,147692402399,19536893977,3643468206,12759819404409,2.3888879335709E+15,9778229
3931,2019-10-09,9.5402734393508E+19,1.8563032228517E+14,2.8577588776254E+14,17990,4426,993,310911,751354,26013,149954836395,20091291085,3689117417,12759819404409,2.3688183833201E+15,9784855
3932,2019-10-10,9.3315145143847E+19,1.8884799418755E+14,2.9072827895257E+14,17144,4622,989,344886,706127,25643,153877335129,20724294913,3701287333,12874760266707,2418255518576291,9784855
3933,2019-10-11,1.1013319860046E+20,1.9381913637567E+14,2.8670604700787E+14,16759,4516,1028,345269,702492,25570,151162158646,20083069376,3587017002,13008091666972,2473563504330847,9911246
3934,2019-10-12,9.1672153644731E+19,1.8709163622616E+14,2.6699998314296E+14,14136,3769,923,301560,634435,23407,150029025640,19766933795,3562019602,13008091666972,2.4087337094527E+15,10031155
3935,2019-10-13,9.4463553160169E+19,1.9288602817179E+14,2.7157478903545E+14,14172,3706,988,279345,566845,20630,150470386021,19746250209,3598820652,13008091666972,2.4611580396032E+15,10031155
3936,2019-10-14,8.490229438092E+19,1.8873019430768E+14,2.6766446047308E+14,17307,4193,1607,304331,650601,22020,149679450096,19897433879,3604392784,13008091666972,2.4117989186235E+15,10031155
3937,2019-10-15,9.3634869072628E+19,1.995989803765E+14,2.6514896269565E+14,17552,4525,1869,339545,690667,22717,148878025844,19803442011,3526912197,13008091666972,2516207775557752,9549169
3938,2019-10-16,9.0462483365548E+19,1.9398356812444E+14,2.5251676673541E+14,17713,3991,1194,338330,694589,22151,145434582933,19145503689,3409321791,13008091666972,2492318145815961,9419532
3939,2019-10-17,9.8475013500795E+19,1.931637091499E+14,2.5455355887459E+14,16806,3714,1099,333955,703704,19971,145005388803,19053445348,3399303745,13008091666972,2486530148462043,9419532
3940,2019-10-18,1.0257511985832E+20,1.8701700519613E+14,2.5057634698548E+14,17011,3365,951,339230,733646,20907,143631054413,18822407040,3392942041,13008091666972,2407066924696037,9418033
3941,2019-10-19,9.6511635851668E+19,1.9313398014845E+14,2.2833443340083E+14,15757,3221,778,304594,665170,19818,143632446106,18781264505,3394688799,13008091666972,2.4836206237566E+15,8665628
3942,2019-10-20,8.8133342335601E+19,1.935239765943E+14,2.4197471090238E+14,13294,3403,729,289650,612341,17403,144568346516,18694257174,3420403086,13008091666972,2.4806458376466E+15,8665628
3943,2019-10-21,1.0126666937754E+20,1.8599840151245E+14,2.3145581480504E+14,16282,3275,878,351632,678528,19624,148274957497,18890451578,3471941641,13008091666972,2.4175201840414E+15,8665628
3944,2019-10-22,1.0819951626218E+20,1.8761305470363E+14,2.2435669615143E+14,19420,3874,1220,341295,726230,20235,147816622447,18796848924,3471044668,13008091666972,2392022853360061,8523561
3945,2019-10-23,1.1060555816442E+20,1.9438502871763E+14,2.3281808162185E+14,20329,3813,1033,349152,736388,19659,139537104206,17787452359,3241929593,13069108485876,2.4821657261166E+15,8204328
3946,2019-10-24,1.0723797289627E+20,1.8950952417072E+14,2.2007553646747E+14,17486,3751,1070,303710,724917,19926,134295583181,17496339577,3144920724,13691480038695,2458663391683621,8204328
3947,2019-10-25,8.7317090543802E+19,1.8291894442689E+14,2.1265007051367E+14,20601,3962,1064,328460,741655,21599,141821679314,18339840917,3346047264,13691480038695,2422857483247925,8204328
3948,2019-10-26,9.7409154606929E+19,1.8759100010771E+14,2.0133705264958E+14,25470,3715,1098,305582,716822,21967,167914350137,19777294966,3638674554,13691480038695,2.4360737917768E+15,7848464
3949,2019-10-27,8.3399746091536E+19,1.823154546119E+14,1.9353912907773E+14,17460,3129,1088,256138,642955,19294,169475479207,19759910544,3720821224,13691480038695,2416397768092151,7545516
3950,2019-10-28,8.6654815713731E+19,1.8469940062206E+14,2.0280658804519E+14,18462,3710,1463,309477,721335,21196,170560688834,19925230802,3767517675,13691480038695,2406581452067040,7545516
3951,2019-10-29,9.370746965362E+19,1.8568617620099E+14,1.9084935573493E+14,17199,4693,1649,307820,707622,22325,169160737481,20252996577,3794726026,13691480038695,2.4267208092839E+15,7545516
3952,2019-10-30,8.9012647180973E+19,1.8895440468855E+14,1.8519816504375E+14,17972,4088,1350,314029,717618,21126,166129134452,20109272864,3748644324,13691480038695,2.4531400815716E+15,7071276
3953,2019-10-31,9.7581585987353E+19,1.8892236160445E+14,2.0136573835734E+14,20869,4026,1638,293647,744118,21294,165736645447,19853132862,3745068467,13691480038695,2.4668734391521E+15,6843954
3954,2019-11-01,8.4117756917213E+19,1.9044495446315E+14,1.8156975607408E+14,17370,3420,1067,316057,705011,19902,165394278127,19784615650,3726311221,13691480038695,2464978057075607,6843954
3955,2019-11-02,9.2531701490328E+19,1.8750081589574E+14,1.7888938803123E+14,14470,3428,964,284309,590976,67142,167498767707,20001427085,3753247093,13691480038695,2.4634675663916E+15,6843954
3956,2019-11-03,9.1209320187236E+19,1.8636850931826E+14,1.8120928455289E+14,14022,3582,1266,294229,571113,18128,166659955379,19886441857,3721242883,13691480038695,2.4272414372564E+15,6548095
3957,2019-11-04,9.0245161593062E+19,1.8311630230783E+14,1.7842272011647E+14,17953,4158,1185,310847,670783,21222,167399334374,20129702800,3886249761,13691480038695,2404264712194113,6542626
3958,2019-11-05,9.3582294768284E+19,1.8562885510398E+14,1.8171501208395E+14,18119,3882,1136,332695,739254,33013,168724398863,20377443943,4016102488,13691480038695,2421937723421829,6542626
3959,2019-11-06,9.5608272211771E+19,1.8815938244018E+14,1.9023155707422E+14,17193,4159,1502,314566,707733,31179,168829122381,20732046707,4064049705,13691480038695,2.4618877452112E+15,6483461
3960,2019-11-07,9.1888607248371E+19,1.8790069095068E+14,1.8662333327916E+14,16147,3422,966,324352,857371,20340,167245464728,20515268216,4012246068,13669891710443,2468418965327485,6389551
3961,2019-11-08,8.5364790468856E+19,1.861111041745E+14,1.8799382766013E+14,16463,3196,825,311313,699138,21741,162604835348,20159711051,3900307692,12720005267391,2440985568207533,6389551
3962,2019-11-09,8.2239405122807E+19,1.8561886148103E+14,1.8841156469124E+14,13608,3074,1126,306019,604007,19529,159335268203,20038411267,3911429942,12720005267391,2469337794756456,6389551
3963,2019-11-10,9.7999699819534E+19,1.8599038100675E+14,1.7585698434685E+14,13655,3065,957,299546,609364,20027,160960779819,20434120321,4037263859,12720005267391,2.5235335978754E+15,6445285
3964,2019-11-11,1.017282414778E+20,1.8381580280004E+14,1.8137150247233E+14,17451,3789,1313,326556,710155,19619,159305018357,20377441975,3991739569,12720005267391,2.4925791855233E+15,6447969
3965,2019-11-12,9.7491660147414E+19,1.8649479088204E+14,1.9038212230599E+14,16739,3573,1620,301247,708660,21156,158343448216,20258787262,3949620674,12720005267391,2.5137899773407E+15,6447969
3966,2019-11-13,7.8363582130665E+19,1.8981780020516E+14,1.8034653591502E+14,17058,3679,1121,318810,713551,20242,158743148369,20389440453,3934695441,12720005267391,2.5651686592901E+15,6430438
3967,2019-11-14,1.0139842309553E+20,1.8574348352331E+14,1.8430460082327E+14,18144,3658,1006,349854,679505,23340,157519758692,20270994877,3842284684,12720005267391,2516820631330685,6404364
3968,2019-11-15,1.0670906232256E+20,1.843377001503E+14,1.8023066816857E+14,17028,4035,845,324987,683049,28898,155235539205,19866293261,3771760800,12720005267391,2503835864737148,6404364
3969,2019-11-16,9.3694708204788E+19,1.8070945763037E+14,1.68533532213E+14,15041,3536,927,283320,596661,22380,153864450828,19773635279,3713606887,12720005267391,2454342093908715,6404364
3970,2019-11-17,9.2021152009583E+19,185678062380412,171646771748331,14539,3272,922,264216,600168,19558,154964392980,20024251096,3781331590,12720005267391,2.5043869024197E+15,6199366
3971,2019-11-18,1.0296354282117E+20,1.8617013884302E+14,1.8587556012844E+14,16505,3759,826,304531,734472,34279,152750409310,19895075839,3731047198,12720005267391,2534156551424802,6138383
3972,2019-11-19,8.2966256136195E+19,1.7533911269898E+14,1.829452708078E+14,16874,5559,1269,327483,735532,22027,148142119613,19271931287,3572602094,12720005267391,2.4103107803796E+15,6138383
3973,2019-11-20,9.4932231700027E+19,1.7368798580044E+14,1.7541843872198E+14,18338,4708,881,320944,689771,21518,147654249824,19206413719,3551539182,12720005267391,2.3567662290688E+15,6192501
3974,2019-11-21,8.6660932771984E+19,1.8308939466808E+14,1.7417411585589E+14,21597,4012,907,323817,762896,22796,143108491293,18464346362,3393258689,12795789637885,2.455855793041E+15,6317266
3975,2019-11-22,8.3536236120674E+19,1.7807144256144E+14,1.7889659229511E+14,24404,4443,1083,310407,794748,23516,133067975680,16765813971,3114213123,12973235968800,2434560067467606,6317266
3976,2019-11-23,1.0613331132956E+20,1.8052643100584E+14,1.7261829994936E+14,16543,3602,926,306251,631670,21607,131058781359,16440738145,3040655981,12973235968800,2.4405671500834E+15,6317266
3977,2019-11-24,9.598628155617E+19,1.8043468709053E+14,1.7569541713514E+14,17253,3232,961,267237,596880,20051,130235919068,16272449919,3017002232,12973235968800,2.4506483005385E+15,6146777
3978,2019-11-25,8.5594863935045E+19,1.8359497322317E+14,1.6782873206778E+14,22633,3348,1066,279345,762888,22153,126069373668,15523867315,2913142711,12973235968800,2531851477661658,6078419
3979,2019-11-26,7.4092179634683E+19,1.6890096942563E+14,1.6449352932584E+14,25824,3539,804,321188,679733,21441,129470431178,15973804205,3000293419,12973235968800,2.4533884717413E+15,6078419
3980,2019-11-27,8.5001675390979E+19,1.7486493105223E+14,1.6803784398981E+14,22517,4156,1156,317458,674957,22157,131357388717,16247951023,3013667748,12973235968800,2522861708362364,6069874
3981,2019-11-28,1.0100226671187E+20,1.7431114413512E+14,1.4964802494821E+14,16332,3137,797,309460,623080,22240,136540482306,16645684749,3063097451,12973235968800,2538430650865425,5811499
3982,2019-11-29,9.2946861982259E+19,1.7401122491190E+14,1.5123763346970E+14,16670,3912,726,311154,670568,22131,137273223656,16738546971,3084605501,12973235968800,2538603888365645,5811499
3983,2019-11-30,8.8647091458492E+19,1.7638561323304E+14,1.563913283212E+14,16174,3119,777,277332,584871,22314,138704119951,16692296412,3112281692,12973235968800,2532424011804274,5811499
3984,2019-12-01,8.3213827138912E+19,172298729343831,1.5910154327655E+14,15964,3174,735,274482,615069,21540,133061135639,16262763701,3012931783,12973235968800,2.5300059820193E+15,5690747
3985,2019-12-02,9.4996392582314E+19,1.7586951550091E+14,1.6380492649133E+14,16129,3678,865,314585,681210,20976,132253591519,16281421504,2969363181,12973235968800,2.5382324096874E+15,5401782
3986,2019-12-03,9.3823690825485E+19,1.7889550593607E+14,1.6022884774727E+14,16469,3741,1013,336354,610528,22729,132337710662,16259799506,2942288223,12973235968800,2585801731873215,5401782
3987,2019-12-04,1.0417172908349E+20,1.7503902713323E+14,1.5791258778255E+14,16817,3638,800,337117,661004,21978,132270604431,16087274080,2920007956,12973235968800,2559110105035919,5401782
